"Date","Price","Open","High","Low","Vol.","Change %"
"19-08-2016","45,444","45,978","46,080","45,150","24.99K","-1.41%"
"18-08-2016","46,094","46,275","46,344","45,850","18.57K","0.45%"
"17-08-2016","45,886","46,359","46,359","45,728","22.21K","-0.97%"
"16-08-2016","46,336","46,523","46,820","46,060","24.67K","0.46%"
"12-08-2016","46,125","46,626","47,072","46,030","29.78K","-1.35%"
"11-08-2016","46,755","46,871","47,219","46,477","26.22K","-0.76%"
"10-08-2016","47,115","46,625","47,635","46,625","27.52K","1.60%"
"09-08-2016","46,372","46,198","46,450","45,911","15.87K","0.18%"
"08-08-2016","46,287","46,110","46,438","45,877","16.06K","0.13%"
"05-08-2016","46,225","47,605","47,713","46,154","30.06K","-3.05%"
"04-08-2016","47,677","47,633","47,929","46,956","21.74K","0.01%"
"03-08-2016","47,671","48,229","48,444","47,629","23.07K","-0.83%"
"02-08-2016","48,071","47,679","48,445","47,541","22.42K","0.74%"
"01-08-2016","47,717","47,588","48,062","47,588","18.01K","0.50%"
"29-07-2016","47,480","47,515","47,644","46,973","25.54K","0.25%"
"28-07-2016","47,362","47,128","48,122","47,128","29.78K","0.73%"
"27-07-2016","47,019","46,258","47,349","46,154","23.88K","1.33%"
"26-07-2016","46,404","46,376","46,649","46,289","13.05K","-0.15%"
"25-07-2016","46,473","46,150","46,599","45,801","19.80K","0.33%"
"22-07-2016","46,321","46,503","46,652","46,170","19.37K","-0.64%"
"21-07-2016","46,621","45,771","46,676","45,598","29.35K","1.19%"
"20-07-2016","46,072","46,947","46,980","45,951","27.53K","-2.02%"
"19-07-2016","47,024","47,027","47,130","46,720","18.12K","-0.30%"
"18-07-2016","47,167","47,036","47,260","46,563","22.43K","-0.23%"
"15-07-2016","47,275","47,416","47,698","47,101","21.71K","-0.49%"
"14-07-2016","47,509","47,649","47,690","47,013","28.47K","-0.67%"
"13-07-2016","47,830","47,832","48,100","47,450","25.00K","1.03%"
"12-07-2016","47,342","48,060","48,244","47,000","34.87K","-0.98%"
"11-07-2016","47,812","47,900","48,611","47,621","27.67K","0.68%"
"08-07-2016","47,487","46,901","47,598","45,840","39.72K","1.27%"
"07-07-2016","46,893","47,949","47,984","46,426","30.78K","-1.87%"
"06-07-2016","47,788","47,800","48,506","47,450","22.63K","2.74%"
"05-07-2016","46,514","46,799","46,812","46,095","0.52K","-2.00%"
"04-07-2016","47,465","47,256","48,048","46,568","1.54K","4.18%"
"01-07-2016","45,559","45,145","45,646","44,601","2.73K","4.81%"
"30-06-2016","43,467","43,213","43,700","43,104","14.21K","0.61%"
"29-06-2016","43,202","42,599","43,409","42,599","26.99K","2.02%"
"28-06-2016","42,346","42,200","42,438","41,852","19.45K","0.13%"
"27-06-2016","42,289","42,173","42,665","42,173","20.22K","-0.24%"
"24-06-2016","42,392","41,749","42,990","41,749","34.83K","2.92%"
"23-06-2016","41,190","41,105","41,530","40,911","22.91K","-0.01%"
"22-06-2016","41,193","41,260","41,341","40,942","17.96K","-0.39%"
"21-06-2016","41,355","41,688","41,747","41,151","22.76K","-1.05%"
"20-06-2016","41,795","41,162","41,980","41,162","25.14K","1.05%"
"17-06-2016","41,362","41,415","41,475","40,978","19.65K","-0.77%"
"16-06-2016","41,684","41,700","42,441","41,451","30.03K","0.33%"
"15-06-2016","41,547","41,434","41,599","41,315","15.01K","0.07%"
"14-06-2016","41,519","41,312","41,615","41,105","19.61K","0.17%"
"13-06-2016","41,447","40,898","41,509","40,751","19.92K","0.92%"
"10-06-2016","41,068","40,912","41,140","40,681","20.96K","0.39%"
"09-06-2016","40,909","40,495","40,989","40,180","24.28K","1.63%"
"08-06-2016","40,254","39,050","40,444","39,050","27.39K","3.19%"
"07-06-2016","39,010","39,151","39,232","38,715","16.14K","-0.34%"
"06-06-2016","39,142","39,203","39,443","39,092","14.06K","0.16%"
"03-06-2016","39,079","38,568","39,291","38,511","18.76K","1.43%"
"02-06-2016","38,528","38,520","38,611","38,401","10.48K","0.18%"
"01-06-2016","38,460","38,351","38,780","38,270","17.35K","0.16%"
"31-05-2016","38,400","38,690","38,790","38,351","14.85K","-0.46%"
"30-05-2016","38,577","38,501","38,684","38,357","12.04K","-0.74%"
"27-05-2016","38,866","38,950","39,127","38,778","14.85K","-0.47%"
"26-05-2016","39,051","39,440","39,643","39,014","21.52K","-0.45%"
"25-05-2016","39,229","39,419","39,419","39,101","15.92K","-0.27%"
"24-05-2016","39,337","39,503","39,750","39,290","18.61K","-0.83%"
"23-05-2016","39,665","39,761","39,822","39,379","16.25K","-0.42%"
"20-05-2016","39,834","39,773","40,150","39,684","17.56K","0.03%"
"19-05-2016","39,824","40,871","40,871","39,621","31.71K","-2.98%"
"18-05-2016","41,048","41,081","41,100","40,576","21.61K","-0.32%"
"17-05-2016","41,180","41,157","41,369","40,760","19.47K","0.47%"
"16-05-2016","40,987","41,260","41,495","40,849","17.78K","0.03%"
"13-05-2016","40,974","40,799","41,018","40,253","22.11K","0.42%"
"12-05-2016","40,803","41,403","41,480","40,673","22.81K","-1.12%"
"11-05-2016","41,266","40,900","41,850","40,900","24.27K","1.05%"
"10-05-2016","40,839","40,725","40,907","40,620","13.97K","0.22%"
"09-05-2016","40,749","41,555","41,559","40,511","22.00K","-2.35%"
"06-05-2016","41,731","41,242","41,840","41,141","26.02K","1.99%"
"05-05-2016","40,915","40,915","41,900","40,730","0.26K","0.43%"
"04-05-2016","40,739","40,690","40,832","40,500","0.04K","-0.60%"
"03-05-2016","40,984","41,101","41,363","40,741","0.63K","-0.57%"
"02-05-2016","41,217","41,618","41,975","41,089","2.49K","-0.84%"
"29-04-2016","41,566","41,250","41,869","41,250","25.17K","1.27%"
"28-04-2016","41,044","40,700","41,150","40,391","22.34K","1.18%"
"27-04-2016","40,565","40,350","40,899","40,190","25.35K","0.93%"
"26-04-2016","40,190","40,083","40,280","39,691","21.61K","0.22%"
"25-04-2016","40,102","40,300","40,375","39,705","23.83K","0.29%"
"22-04-2016","39,985","40,151","40,819","39,800","29.59K","-0.25%"
"21-04-2016","40,086","40,400","41,421","39,480","55.37K","-0.11%"
"20-04-2016","40,132","39,850","40,290","39,578","28.84K","0.97%"
"19-04-2016","39,747","38,548","40,042","38,548","20.83K","3.72%"
"18-04-2016","38,322","38,251","38,520","38,150","13.32K","-0.48%"
"15-04-2016","38,507","38,351","38,647","38,160","9.82K","0.52%"
"14-04-2016","38,306","38,230","38,450","38,005","12.10K","-0.67%"
"13-04-2016","38,563","38,200","38,600","37,965","22.51K","0.66%"
"12-04-2016","38,312","37,685","38,370","37,515","25.97K","1.45%"
"11-04-2016","37,764","36,750","37,844","36,715","22.72K","2.98%"
"08-04-2016","36,671","36,600","36,699","36,150","14.69K","0.79%"
"07-04-2016","36,382","36,048","36,621","36,000","22.68K","1.10%"
"06-04-2016","35,986","36,079","36,280","35,752","18.74K","-0.27%"
"05-04-2016","36,082","35,825","36,340","35,811","16.88K","1.41%"
"04-04-2016","35,581","35,995","35,995","35,551","13.33K","-0.95%"
"01-04-2016","35,922","36,704","36,848","35,419","28.82K","-2.26%"
"31-03-2016","36,751","36,377","36,900","36,330","16.06K","1.16%"
"30-03-2016","36,329","36,624","36,840","36,256","18.13K","-0.63%"
"29-03-2016","36,560","36,518","36,743","36,241","19.31K","-0.01%"
"28-03-2016","36,563","36,600","36,901","36,452","12.37K","-0.29%"
"24-03-2016","36,669","36,720","36,945","36,621","6.65K","-0.26%"
"23-03-2016","36,766","37,786","37,837","36,737","26.08K","-2.90%"
"22-03-2016","37,864","37,870","38,291","37,755","18.70K","0.00%"
"21-03-2016","37,864","37,769","37,940","37,486","18.32K","0.29%"
"18-03-2016","37,756","38,347","38,588","37,577","21.72K","-1.01%"
"17-03-2016","38,143","37,250","38,290","37,250","29.53K","3.37%"
"16-03-2016","36,899","36,951","37,172","36,855","11.09K","-0.48%"
