"Date","Price","Open","High","Low","Vol.","Change %"
"13-10-2017","40,399","40,312","40,479","40,155","12.29K","0.12%"
"12-10-2017","40,352","40,300","40,425","40,125","10.72K","0.56%"
"11-10-2017","40,129","40,207","40,308","40,085","8.67K","-0.49%"
"10-10-2017","40,327","39,980","40,440","39,980","14.10K","0.97%"
"09-10-2017","39,940","39,939","39,999","39,782","10.39K","0.87%"
"06-10-2017","39,596","39,140","39,828","38,710","26.12K","1.08%"
"05-10-2017","39,172","39,049","39,320","39,005","11.75K","0.22%"
"04-10-2017","39,086","39,456","39,626","39,000","15.75K","-0.62%"
"03-10-2017","39,328","39,314","39,400","39,255","7.96K","-0.33%"
"29-09-2017","39,457","39,736","39,864","39,309","13.77K","-0.74%"
"28-09-2017","39,750","39,734","39,826","39,551","13.10K","0.05%"
"27-09-2017","39,732","39,843","40,025","39,650","13.95K","-0.31%"
"26-09-2017","39,857","40,385","40,595","39,672","17.39K","-1.04%"
"25-09-2017","40,276","39,601","40,433","39,538","17.79K","1.38%"
"22-09-2017","39,727","40,012","40,060","39,630","12.79K","-0.27%"
"21-09-2017","39,833","40,080","40,080","39,515","17.71K","-1.03%"
"20-09-2017","40,247","40,150","40,340","40,073","11.60K","0.46%"
"19-09-2017","40,062","39,843","40,148","39,736","14.34K","0.75%"
"18-09-2017","39,764","40,667","40,684","39,601","20.99K","-2.57%"
"15-09-2017","40,814","41,157","41,189","40,731","17.67K","-0.79%"
"14-09-2017","41,140","41,010","41,187","40,800","17.63K","0.07%"
"13-09-2017","41,110","41,242","41,434","40,900","16.86K","-0.26%"
"12-09-2017","41,216","41,269","41,590","40,964","13.12K","0.13%"
"11-09-2017","41,164","41,250","41,335","40,893","17.83K","-0.98%"
"08-09-2017","41,570","41,750","41,927","41,328","17.02K","-0.11%"
"07-09-2017","41,617","41,225","41,775","41,160","20.03K","0.71%"
"06-09-2017","41,323","41,499","41,620","41,204","15.24K","1.76%"
"05-09-2017","40,609","40,680","40,877","40,505","0.17K","-0.07%"
"04-09-2017","40,639","40,537","40,713","40,400","0.28K","1.54%"
"01-09-2017","40,021","39,780","40,104","39,590","2.50K","0.56%"
"31-08-2017","39,798","39,620","39,865","39,435","17.95K","0.19%"
"30-08-2017","39,721","39,800","39,830","39,455","16.46K","-0.24%"
"29-08-2017","39,818","39,821","40,275","39,755","25.12K","0.23%"
"28-08-2017","39,727","39,090","39,760","39,060","19.74K","1.83%"
"25-08-2017","39,012","38,980","39,288","38,313","18.74K","0.39%"
"24-08-2017","38,860","39,056","39,176","38,580","17.57K","-0.55%"
"23-08-2017","39,074","38,939","39,145","38,860","12.80K","0.35%"
"22-08-2017","38,939","38,978","39,225","38,722","18.82K","-0.38%"
"21-08-2017","39,088","38,887","39,270","38,785","15.15K","0.06%"
"18-08-2017","39,063","39,002","39,677","38,920","24.37K","-0.09%"
"17-08-2017","39,098","39,000","39,350","38,957","18.40K","0.60%"
"16-08-2017","38,863","38,500","38,988","38,305","22.79K","-0.80%"
"14-08-2017","39,178","39,186","39,328","38,875","17.28K","-0.04%"
"11-08-2017","39,194","39,211","39,396","38,801","24.38K","-0.05%"
"10-08-2017","39,213","38,682","39,520","38,660","25.68K","1.61%"
"09-08-2017","38,590","37,680","38,690","37,680","25.21K","2.91%"
"08-08-2017","37,499","37,314","37,625","37,176","19.12K","0.61%"
"07-08-2017","37,271","37,117","37,383","36,935","13.97K","0.02%"
"04-08-2017","37,262","38,076","38,238","37,052","27.03K","-2.01%"
"03-08-2017","38,027","37,900","38,099","37,561","19.68K","-0.23%"
"02-08-2017","38,116","38,290","38,342","37,687","22.21K","-1.03%"
"01-08-2017","38,512","38,672","38,748","38,230","17.94K","-0.34%"
"31-07-2017","38,645","38,442","38,820","38,392","14.21K","0.48%"
"28-07-2017","38,460","38,500","38,575","38,110","14.90K","0.51%"
"27-07-2017","38,263","38,398","38,699","38,179","19.98K","0.45%"
"26-07-2017","38,091","38,017","38,146","37,778","15.15K","-0.52%"
"25-07-2017","38,289","38,085","38,450","37,652","26.55K","0.53%"
"24-07-2017","38,086","38,150","38,370","38,040","15.19K","-0.17%"
"21-07-2017","38,150","37,777","38,170","37,743","14.93K","0.71%"
"20-07-2017","37,881","37,665","37,966","37,425","20.21K","0.33%"
"19-07-2017","37,757","37,613","37,824","37,435","15.94K","0.16%"
"18-07-2017","37,695","37,492","37,776","37,317","18.24K","0.76%"
"17-07-2017","37,410","37,198","37,500","37,060","16.95K","1.19%"
"14-07-2017","36,970","36,450","37,244","36,325","22.56K","1.04%"
"13-07-2017","36,590","37,055","37,080","36,530","16.58K","-1.02%"
"12-07-2017","36,968","36,933","37,190","36,668","19.24K","0.54%"
"11-07-2017","36,771","36,328","36,824","36,060","19.92K","0.62%"
"10-07-2017","36,544","36,226","36,597","35,460","31.28K","0.86%"
"07-07-2017","36,231","37,440","37,440","35,980","30.98K","-3.26%"
"06-07-2017","37,452","37,428","37,597","37,321","12.82K","0.88%"
"05-07-2017","37,124","37,367","37,367","36,900","0.11K","-0.17%"
"04-07-2017","37,188","37,098","37,380","37,098","0.49K","-0.17%"
"03-07-2017","37,250","38,356","38,370","37,197","3.35K","-2.85%"
"30-06-2017","38,344","38,600","38,600","38,157","15.59K","-0.66%"
"29-06-2017","38,599","38,878","38,920","38,361","15.91K","-0.27%"
"28-06-2017","38,704","38,515","38,880","38,515","15.86K","0.91%"
"27-06-2017","38,355","38,210","38,516","38,175","11.90K","0.13%"
"26-06-2017","38,304","38,130","38,360","37,925","7.63K","-0.48%"
"23-06-2017","38,488","38,320","38,690","38,320","12.06K","0.70%"
"22-06-2017","38,220","38,100","38,533","38,100","14.12K","0.64%"
"21-06-2017","37,977","38,201","38,226","37,811","13.90K","-0.23%"
"20-06-2017","38,065","38,177","38,349","37,931","16.61K","-0.27%"
"19-06-2017","38,169","38,423","38,440","38,133","13.20K","-0.81%"
"16-06-2017","38,481","38,708","38,830","38,430","14.38K","-0.62%"
"15-06-2017","38,721","39,150","39,150","38,555","18.62K","-1.77%"
"14-06-2017","39,418","38,895","39,821","38,830","19.11K","1.67%"
"13-06-2017","38,771","39,066","39,085","38,632","16.91K","-1.01%"
"12-06-2017","39,165","39,551","39,618","39,075","17.95K","-1.33%"
"09-06-2017","39,694","39,920","39,946","39,558","13.61K","-0.89%"
"08-06-2017","40,050","40,451","40,648","39,775","20.26K","-1.24%"
"07-06-2017","40,552","40,790","40,790","40,412","14.86K","-0.55%"
"06-06-2017","40,777","40,452","40,842","40,452","14.29K","0.80%"
"05-06-2017","40,453","40,357","40,620","40,283","13.10K","0.44%"
"02-06-2017","40,274","39,440","40,400","39,440","18.86K","1.16%"
"01-06-2017","39,813","40,016","40,065","39,333","21.41K","-0.71%"
"31-05-2017","40,096","40,105","40,275","39,910","13.26K","-0.46%"
"30-05-2017","40,282","40,380","40,470","39,925","17.72K","-0.14%"
"29-05-2017","40,337","40,101","40,367","40,100","7.17K","0.61%"
"26-05-2017","40,091","39,854","40,195","39,795","14.56K","0.73%"
"25-05-2017","39,802","39,878","39,990","39,755","11.37K","-0.08%"
"24-05-2017","39,832","39,740","39,887","39,471","15.03K","-0.32%"
"23-05-2017","39,958","39,911","40,245","39,658","20.36K","0.21%"
"22-05-2017","39,874","39,177","39,920","39,123","16.33K","1.95%"
"19-05-2017","39,111","38,820","39,225","38,808","14.40K","0.57%"
"18-05-2017","38,889","39,159","39,375","38,541","27.68K","-0.79%"
"17-05-2017","39,199","38,909","39,375","38,909","16.78K","1.17%"
"16-05-2017","38,744","38,621","38,775","38,580","9.86K","0.63%"
"15-05-2017","38,502","38,231","38,884","38,231","14.56K","0.91%"
"12-05-2017","38,155","38,093","38,293","38,093","10.70K","0.43%"
"11-05-2017","37,992","37,957","38,225","37,861","13.47K","0.11%"
"10-05-2017","37,952","37,989","38,290","37,870","13.27K","0.43%"
"09-05-2017","37,789","38,157","38,157","37,720","12.51K","-0.58%"
"08-05-2017","38,011","38,099","38,287","37,926","10.88K","0.67%"
"05-05-2017","37,757","37,900","38,147","37,593","0.06K","0.14%"
"04-05-2017","37,706","38,211","38,211","37,504","0.23K","-1.53%"
"03-05-2017","38,292","38,744","38,744","38,108","0.27K","-1.03%"
"02-05-2017","38,689","38,808","39,012","38,685","0.71K","0.01%"
"01-05-2017","38,685","39,170","39,433","38,530","2.66K","-2.07%"
"28-04-2017","39,503","39,720","40,100","39,400","17.23K","-0.42%"
"27-04-2017","39,670","40,047","40,087","39,625","12.85K","-0.47%"
"26-04-2017","39,858","40,317","40,375","39,748","15.26K","-1.38%"
"25-04-2017","40,416","41,045","41,088","40,338","12.90K","-1.73%"
"24-04-2017","41,129","41,083","41,190","40,800","11.58K","-0.39%"
"21-04-2017","41,289","41,440","41,475","41,100","12.29K","-0.52%"
"20-04-2017","41,505","41,801","41,975","41,200","14.05K","-0.94%"
"19-04-2017","41,898","42,000","42,050","41,704","10.42K","-0.69%"
"18-04-2017","42,187","42,300","42,368","41,630","17.48K","-0.73%"
"17-04-2017","42,497","42,750","42,750","42,432","8.60K","-0.17%"
"13-04-2017","42,571","42,301","42,694","42,301","11.57K","0.87%"
"12-04-2017","42,202","42,308","42,418","42,154","9.03K","0.04%"
"11-04-2017","42,187","41,460","42,275","41,321","13.59K","1.98%"
"10-04-2017","41,366","41,357","41,468","41,006","10.96K","-0.03%"
"07-04-2017","41,379","42,340","42,432","41,128","17.87K","-1.70%"
"06-04-2017","42,093","42,331","42,389","41,952","10.64K","-0.39%"
"05-04-2017","42,258","42,500","42,518","42,175","12.29K","-0.73%"
"04-04-2017","42,570","42,470","42,820","42,411","8.77K","0.59%"
"03-04-2017","42,321","42,310","42,434","42,060","10.87K","-0.01%"
"31-03-2017","42,326","42,040","42,360","41,901","9.38K","0.42%"
"30-03-2017","42,147","42,302","42,400","41,960","11.47K","-0.32%"
"29-03-2017","42,283","42,190","42,298","42,005","9.73K","-0.25%"
"28-03-2017","42,388","42,036","42,440","41,992","10.87K","0.63%"
"27-03-2017","42,122","41,650","42,153","41,650","10.64K","1.43%"
"24-03-2017","41,530","41,302","41,618","41,210","9.69K","0.56%"
"23-03-2017","41,300","41,170","41,497","41,165","11.57K","0.16%"
"22-03-2017","41,233","41,310","41,348","41,063","9.21K","-0.12%"
"21-03-2017","41,282","40,750","41,315","40,705","11.59K","1.01%"
"20-03-2017","40,869","41,051","41,062","40,810","7.27K","-0.10%"
"17-03-2017","40,909","40,761","40,949","40,675","8.19K","0.77%"
"16-03-2017","40,598","40,450","41,235","40,450","15.70K","1.38%"
"15-03-2017","40,045","40,000","40,116","39,808","10.55K","-0.09%"
"14-03-2017","40,083","40,402","40,467","40,006","10.71K","-0.83%"
"13-03-2017","40,418","40,680","40,680","40,360","4.41K","-0.27%"
"10-03-2017","40,528","40,750","40,894","40,420","15.76K","-0.75%"
"09-03-2017","40,834","41,331","41,408","40,776","15.61K","-1.44%"
"08-03-2017","41,430","41,927","41,959","41,377","12.44K","-1.22%"
"07-03-2017","41,943","42,475","42,475","41,888","11.37K","-1.15%"
"06-03-2017","42,429","42,780","42,799","42,370","9.17K","0.66%"
"03-03-2017","42,151","42,259","42,300","41,996","0.14K","-0.07%"
"02-03-2017","42,182","43,341","43,415","42,069","0.37K","-2.82%"
"01-03-2017","43,408","43,107","43,461","43,065","0.76K","0.37%"
"28-02-2017","43,247","43,350","43,605","43,102","11.25K","-0.41%"
"27-02-2017","43,424","43,343","43,574","43,289","9.07K","0.16%"
"24-02-2017","43,353","43,086","43,425","43,086","9.15K","1.16%"
"23-02-2017","42,856","42,738","43,062","42,550","12.85K","0.33%"
"22-02-2017","42,713","42,747","42,865","42,601","9.64K","-0.29%"
"21-02-2017","42,836","42,810","42,929","42,415","13.73K","-0.15%"
"20-02-2017","42,900","42,650","42,938","42,616","5.81K","-0.09%"
"17-02-2017","42,937","42,919","42,999","42,782","9.84K","-0.17%"
"16-02-2017","43,010","42,710","43,131","42,655","14.72K","0.84%"
"15-02-2017","42,651","42,559","42,689","42,286","11.87K","0.40%"
"14-02-2017","42,480","42,549","42,888","42,222","16.52K","0.14%"
"13-02-2017","42,422","42,629","42,731","42,355","11.15K","-0.41%"
"10-02-2017","42,597","42,145","42,736","41,793","14.93K","1.35%"
"09-02-2017","42,031","42,379","42,413","41,884","14.55K","-0.74%"
"08-02-2017","42,345","42,393","42,533","42,195","11.75K","-0.37%"
"07-02-2017","42,502","42,330","42,580","42,170","13.29K","0.51%"
"06-02-2017","42,286","41,888","42,340","41,888","10.64K","1.17%"
"03-02-2017","41,797","41,689","41,878","41,444","13.78K","-0.01%"
"02-02-2017","41,801","42,250","42,468","41,730","15.74K","-0.21%"
"01-02-2017","41,889","41,893","42,249","41,701","16.05K","-0.05%"
"31-01-2017","41,911","41,536","41,990","41,410","16.62K","1.30%"
"30-01-2017","41,372","41,516","41,625","41,300","10.68K","-0.14%"
"27-01-2017","41,432","40,990","41,739","40,470","17.94K","0.58%"
"25-01-2017","41,193","41,590","41,590","40,860","14.81K","-1.26%"
"24-01-2017","41,718","41,786","41,929","41,565","9.47K","0.06%"
"23-01-2017","41,692","41,241","41,830","41,241","9.45K","0.64%"
"20-01-2017","41,425","41,384","41,606","41,102","15.41K","0.38%"
"19-01-2017","41,270","41,704","41,704","40,850","18.14K","-1.73%"
"18-01-2017","41,997","41,645","42,086","41,515","11.82K","0.96%"
"17-01-2017","41,599","41,114","41,780","41,086","16.11K","1.56%"
"16-01-2017","40,960","41,277","41,277","40,881","7.01K","0.18%"
"13-01-2017","40,887","40,757","41,066","40,590","13.05K","0.07%"
"12-01-2017","40,859","41,023","41,313","40,770","14.95K","-0.36%"
"11-01-2017","41,008","41,037","41,249","40,570","15.13K","-0.21%"
"10-01-2017","41,096","40,722","41,319","40,556","13.53K","1.00%"
"09-01-2017","40,688","40,330","40,780","40,222","11.48K","0.86%"
"06-01-2017","40,342","40,344","40,538","39,703","18.06K","-0.26%"
"05-01-2017","40,448","40,460","40,678","40,328","14.54K","0.45%"
"04-01-2017","40,267","39,811","40,350","39,811","11.59K","-0.01%"
"03-01-2017","40,270","39,350","40,570","39,250","23.03K","2.90%"
"02-01-2017","39,136","39,174","39,375","39,007","2.95K","0.22%"
"30-12-2016","39,049","39,710","39,875","38,931","13.16K","-1.44%"
"29-12-2016","39,621","39,655","39,843","39,350","12.22K","0.51%"
"28-12-2016","39,420","39,300","39,527","39,070","11.97K","0.77%"
"27-12-2016","39,118","38,740","39,424","38,740","12.72K","1.57%"
"26-12-2016","38,513","38,740","38,740","38,325","2.91K","-0.21%"
"23-12-2016","38,595","39,017","39,165","38,544","10.05K","-0.96%"
"22-12-2016","38,970","39,007","39,397","38,860","13.73K","-0.43%"
"21-12-2016","39,140","39,605","39,763","39,066","15.18K","-0.73%"
"20-12-2016","39,426","39,411","39,559","38,670","17.37K","-0.02%"
"19-12-2016","39,433","39,600","39,672","39,336","8.54K","-0.66%"
"16-12-2016","39,694","39,470","39,923","39,188","18.59K","1.02%"
"15-12-2016","39,295","41,301","41,337","39,120","33.32K","-5.83%"
"14-12-2016","41,728","41,227","41,970","41,227","13.27K","1.20%"
"13-12-2016","41,235","41,620","41,760","40,972","13.39K","-1.17%"
"12-12-2016","41,724","41,238","41,800","41,055","9.29K","1.22%"
"09-12-2016","41,221","41,417","41,685","41,126","13.00K","-0.73%"
"08-12-2016","41,525","41,863","41,863","41,358","10.95K","-1.00%"
"07-12-2016","41,946","40,912","41,999","40,851","15.72K","2.25%"
"06-12-2016","41,022","40,990","41,421","40,973","11.53K","1.94%"
"05-12-2016","40,241","40,181","40,480","39,970","0.08K","-0.21%"
"02-12-2016","40,327","40,031","40,500","39,667","0.28K","1.53%"
"01-12-2016","39,718","39,855","40,177","39,601","2.23K","-0.93%"
"30-11-2016","40,089","40,765","40,826","39,930","10.36K","-1.83%"
"29-11-2016","40,838","40,151","40,950","40,114","11.43K","0.41%"
"28-11-2016","40,672","41,050","41,300","40,535","11.17K","0.43%"
"25-11-2016","40,498","39,901","40,621","39,860","15.95K","0.46%"
"24-11-2016","40,312","40,304","40,425","40,075","8.83K","-0.53%"
"23-11-2016","40,526","40,784","40,882","39,969","18.71K","-0.65%"
"22-11-2016","40,790","40,765","41,093","40,556","13.26K","0.67%"
"21-11-2016","40,517","40,467","40,784","40,435","9.65K","0.32%"
"18-11-2016","40,388","40,415","40,638","40,130","15.65K","-0.86%"
"17-11-2016","40,740","41,181","41,390","40,665","11.45K","-1.21%"
"16-11-2016","41,238","41,541","41,637","41,064","11.40K","-0.41%"
"15-11-2016","41,407","41,200","41,590","40,767","13.72K","0.95%"
"14-11-2016","41,017","41,543","41,680","40,533","16.72K","-2.79%"
"11-11-2016","42,194","43,988","44,435","41,899","32.16K","-4.46%"
"10-11-2016","44,166","43,535","44,405","43,535","16.62K","1.81%"
"09-11-2016","43,379","43,490","44,790","43,257","24.87K","0.16%"
"08-11-2016","43,309","43,024","44,176","42,860","30.77K","0.88%"
"07-11-2016","42,933","43,106","43,179","42,609","16.72K","-1.07%"
"04-11-2016","43,398","43,236","43,630","43,000","16.62K","0.12%"
"03-11-2016","43,348","44,059","44,059","42,660","26.75K","-1.66%"
"02-11-2016","44,079","43,670","44,200","43,604","20.49K","1.16%"
"01-11-2016","43,573","42,494","43,740","42,494","22.89K","2.76%"
"31-10-2016","42,402","42,506","42,506","42,336","5.13K","-0.05%"
"30-10-2016","42,425","42,605","42,605","42,400","1.04K","-0.27%"
"28-10-2016","42,541","42,238","42,649","41,925","20.58K","0.76%"
"27-10-2016","42,222","42,026","42,320","42,026","13.17K","0.25%"
"26-10-2016","42,116","42,452","42,569","42,053","16.98K","-0.70%"
"25-10-2016","42,415","42,151","42,458","42,151","15.07K","0.85%"
"24-10-2016","42,058","41,997","42,570","41,931","19.23K","0.24%"
"21-10-2016","41,958","41,839","42,068","41,816","10.74K","-0.09%"
"20-10-2016","41,996","42,350","42,392","41,821","18.77K","-0.47%"
"19-10-2016","42,194","42,185","42,477","42,050","17.24K","0.05%"
"18-10-2016","42,175","42,099","42,370","41,978","18.32K","0.73%"
"17-10-2016","41,871","41,826","41,990","41,627","12.36K","0.12%"
"14-10-2016","41,821","41,856","42,167","41,567","17.88K","-0.16%"
"13-10-2016","41,890","42,300","42,400","41,851","17.23K","-0.38%"
"12-10-2016","42,051","41,867","42,150","41,755","9.00K","0.13%"
"11-10-2016","41,998","42,034","42,316","41,801","9.29K","-0.50%"
"10-10-2016","42,210","42,100","42,579","42,100","17.03K","0.82%"
"07-10-2016","41,865","41,625","42,300","41,060","38.10K","0.83%"
"06-10-2016","41,521","42,500","42,773","41,160","32.92K","-2.57%"
"05-10-2016","42,615","42,950","43,198","42,120","30.98K","-0.62%"
"04-10-2016","42,881","44,968","45,095","42,570","39.76K","-4.48%"
"03-10-2016","44,893","45,550","45,891","44,800","23.24K","-1.82%"
"30-09-2016","45,726","45,680","46,889","45,616","30.94K","-0.24%"
"29-09-2016","45,834","45,805","46,035","45,550","20.38K","0.55%"
"28-09-2016","45,583","45,363","45,700","45,234","16.94K","0.20%"
"27-09-2016","45,494","46,311","46,448","45,357","25.75K","-2.17%"
"26-09-2016","46,501","46,800","46,800","46,310","18.99K","-0.67%"
"23-09-2016","46,817","47,289","47,415","46,686","22.47K","-1.58%"
"22-09-2016","47,568","47,302","47,635","47,070","24.81K","0.85%"
"21-09-2016","47,169","45,920","47,325","45,890","28.24K","2.23%"
"20-09-2016","46,138","46,189","46,245","45,851","14.92K","0.21%"
"19-09-2016","46,041","45,620","46,268","45,620","17.32K","1.70%"
"16-09-2016","45,273","45,540","45,600","45,051","17.36K","-0.80%"
"15-09-2016","45,638","45,569","46,071","45,280","22.57K","0.07%"
"14-09-2016","45,605","45,510","45,836","45,408","18.15K","0.23%"
"13-09-2016","45,501","45,800","45,850","45,350","13.09K","0.12%"
"12-09-2016","45,447","46,100","46,100","45,080","27.35K","-1.62%"
"09-09-2016","46,194","46,719","46,760","46,125","16.95K","-1.11%"
"08-09-2016","46,714","47,220","47,360","46,605","18.97K","-0.64%"
"07-09-2016","47,013","47,512","47,548","46,915","16.15K","-1.25%"
"06-09-2016","47,607","46,465","47,694","46,341","21.36K","2.46%"
